Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Ratio of Engagement To Post Entered in screen,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",,Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
386724564681370_3966350720052052,https://www.facebook.com/habitatmatthews/posts/3966350720052052,"Significant investments in housing affordability must be a part of any future economic recovery and infrastructure measures. By prioritizing foreclosure prevention, neighborhood revitalization, and housing production for low-income homeowners, we can prevent major losses in homeownership and expand access to new affordable homes for all. That’s why we are advocating for home, from home. #HabitatontheHill #CostOfHome Join us in urging Congress to act now for housing: http://ow.ly/oON850Dpzij.",Photo,,,2/11/21 6:11 AM, ,102,102,0,107,107,0,3,2.94,0,0,0,0,88,83,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_3963729976980793,https://www.facebook.com/habitatmatthews/posts/3963729976980793,"Segregated By Design examines the forgotten history of how our federal, state, and local governments unconstitutionally segregated every major metropolitan area in America through law and policy.    Prejudice can be birthed from a lack of understanding the historically accurate details of the past. Without being aware of the unconstitutional residential policies the United States government enacted during the middle of the twentieth century, one might have a negative view today of neighborhoods where African Americans live or even of African Americans themselves.   We can compensate for this unlawful segregation through a national political consensus that leads to legislation. And this will only happen if the majority of Americans understand how we got here. Like Jay-Z said in a recent New York Times interview, “you can't have a solution until you start dealing with the problem: What you reveal, you heal.” This is the major challenge at hand: to educate fellow citizens of the unconstitutional inequality that we’ve woven and, on behalf of our government, accept responsibility to fix it: https://vimeo.com/328684375",Link,,,2/10/21 7:32 AM, ,41,41,0,47,47,0,1,2.44,1,1,0,0,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_3961366143883843,https://www.facebook.com/habitatmatthews/posts/3961366143883843,"Even before the pandemic, 1 in 7 families spent half or more of their income on housing. COVID-19and its economic implications have only exacerbated that problem. Mortgage assistance for low-income families will help keep people in their homes. And the Neighborhood Homes Investment Act helps everyone to access communities of opportunity and is one key element of improving housing stability and ensuring economic recovery. #HabitatontheHill",Photo,,,2/9/21 8:06 AM, ,108,108,0,115,115,0,2,1.85,1,1,0,0,96,89,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_3961657370521387,https://www.facebook.com/habitatmatthews/posts/3961657370521387,"“The nation has a plague of housing instability that was festering long before Covid-19. Now the financial scars are deepening and the disruptions to family life growing more severe, leaving a legacy that will remain long after mass vaccinations.” Read the full story from The New York Times. https://nyti.ms/2N2okUa",Link,,,2/8/21 2:19 PM, ,137,137,0,147,147,0,6,4.38,1,1,0,0,128,119,0,0,6,0,0,0,0,0,0,0,0,0,0
386724564681370_3961334173887040,https://www.facebook.com/habitatmatthews/posts/3961334173887040,"We are excited to be joining hundreds of local Habitat organizations and home affordability advocates tomorrow for Habitat for Humanity's annual legislative conference, held virtually for the first time: Habitat on the Hill 2021: For home, from home.   The three-day event gives us an opportunity to convene with congressional leaders, address and discuss actionable solutions to the underlying policies and systems that hinder access to housing affordability. #HabitatontheHill #CostOfHome",Photo,,,2/8/21 11:15 AM, ,143,143,0,149,149,0,3,2.10,1,1,0,0,99,93,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_3945555962131528,https://www.facebook.com/habitatmatthews/posts/3945555962131528,"As a result of the lack of decent housing, many families must live in substandard conditions or make the impossible decision of sacrificing other basic necessities such as healthy and nutritious food, medical care, or emergency savings.   Cost-burdened renters and homeowners in the bottom income quartile spend significantly less on food, health care, transportation and retirement savings than other families in their income bracket whose housing is affordable. Families in this income bracket with severe housing cost burdens are making even more dramatic sacrifices, such as cutting back on health care spending by nearly 70%.",Video,,,2/6/21 12:03 PM, ,87,87,0,111,111,0,4,4.60,3,3,0,0,91,69,0,0,3,1,1,0,0,9,11,0,0,1960,14000
386724564681370_3953581697995621,https://www.facebook.com/habitatmatthews/posts/3953581697995621,"Every year, we work alongside local families as they achieve homeownership and repair their homes. In addition to these benefits, building and repairing homes also stimulates other sectors of the economy – driving additional spending and creating local jobs. In 2019, our investments in construction and housing repairs had a ripple effect in the local economy and generated important economic activity.",Link,,,2/5/21 11:28 AM, ,73,73,0,81,81,0,0,0.00,0,0,0,0,63,55,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_3945546692132455,https://www.facebook.com/habitatmatthews/posts/3945546692132455,"In addition to needing new affordable housing units, 68% of the existing affordable homes in Matthews are between 30 and 60 years old and likely need serious repair.",Video,,,2/4/21 7:58 AM, ,77,77,0,94,94,0,5,6.49,4,5,0,0,74,60,0,0,5,2,2,0,0,17,22,0,0,3402,14095
386724564681370_3945521928801598,https://www.facebook.com/habitatmatthews/posts/3945521928801598,Matthews is short 600 affordable housing units to fill the current need and is one of the fastest-growing areas in Mecklenburg County.,Video,,,2/3/21 7:04 PM, ,191,96,111,283,108,175,11,5.76,8,8,0,0,260,168,168,105,11,0,0,3,3,24,29,25,30,2831,13738
386724564681370_3945009325519525,https://www.facebook.com/habitatmatthews/posts/3945009325519525,"Quality housing — housing that is safe, healthy, and affordable — is foundational to individuals and families, to the communities, in which we live and, to the economies in which we all participate. Yet the need for decent, affordable housing has never been greater. Over 1 in 4 Matthews households are either living in poverty, near poverty or considered “house poor"".",Video,,,2/2/21 6:49 AM, ,229,81,162,340,95,245,7,3.06,3,3,0,0,301,193,231,151,7,4,4,8,8,20,23,47,49,3363,9967
386724564681370_3942553865765071,https://www.facebook.com/habitatmatthews/posts/3942553865765071,We are the change. #MotivationMonday,Photo,,,2/1/21 8:05 AM, ,152,152,0,159,159,0,5,3.29,1,2,0,0,142,135,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_3934192513267873,https://www.facebook.com/habitatmatthews/posts/3934192513267873,,Photo,,,1/29/21 4:59 AM, ,101,101,0,110,110,0,4,3.96,0,0,0,0,95,86,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_3931660113521113,https://www.facebook.com/habitatmatthews/posts/3931660113521113,"The federal government defines affordable housing as housing that doesn't cost more than thirty percent (30%) of your income. This includes the cost of your rent or mortgage, insurance costs, property taxes, and utilities. ​ Studies have shown that when families have to spend more than 30% of their income on housing, they are unable to afford other basic necessities, such as healthy food or medical care.   In the Town of Matthews, the Median Family Income is about $76,000 a year, meaning half of town residents need to be able to afford housing that costs less than  $22,802 a year.",Photo,,,1/28/21 6:58 AM, ,106,106,0,116,116,0,3,2.83,0,0,0,0,101,92,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_3928804660473325,https://www.facebook.com/habitatmatthews/posts/3928804660473325,"From Fast Company: Moha Thakur, policy associate at the National Housing Trust, a national nonprofit focused on preserving affordable housing, says NOAH investments are powerful but rare. “Most investors are probably hoping to receive a rate of return that is higher than what is generated by affordable housing, which poses a problem for developers who are trying to seek out funding but also maintain some level of affordability,” she says. Compared to for-profit real estate investments with returns upwards of 15%, the return on investment in naturally occurring affordable housing is typically in the single digits. https://www.fastcompany.com/90597128/charlotte-may-have-cracked-the-code-on-affordable-housing-heres-how",Link,,,1/27/21 8:31 AM, ,150,150,0,158,158,0,5,3.33,4,5,0,0,138,130,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_3925688844118240,https://www.facebook.com/habitatmatthews/posts/3925688844118240,"After a life-long journey traversing continents and cultures, Celestin and his mother Marie will be moving into their Greater Matthews Home in just a few short weeks https://www.greatermatthewshabitat.org/post/celestin-marie",Link,,,1/26/21 7:00 AM, ,126,126,0,137,137,0,9,7.14,5,7,0,0,115,104,0,0,6,0,0,0,0,0,0,0,0,0,0
386724564681370_3922983927722065,https://www.facebook.com/habitatmatthews/posts/3922983927722065,How has using your gifts or talents in the service of others left you changed? #MotivationMonday,Photo,,,1/25/21 8:28 AM, ,111,111,0,122,122,0,1,0.90,0,0,1,1,104,93,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_3914172778603180,https://www.facebook.com/habitatmatthews/posts/3914172778603180,"This is a great first step for our first city to help place a needed ban on rent discrimination, and great job Habitat for Humanity of the Charlotte Region for leading the charge.",Link,,,1/22/21 7:09 AM, ,164,164,0,179,179,0,6,3.66,2,3,0,0,150,137,0,0,6,0,0,0,0,0,0,0,0,0,0
386724564681370_3911280178892440,https://www.facebook.com/habitatmatthews/posts/3911280178892440,"""As President Joseph R. Biden, Jr., and Vice President Kamala D. Harris take office today, Habitat for Humanity calls on Congress and the administration to come together and urgently address the critical housing needs of far too many families. Our nation and people around the world are depending on bipartisan leadership to build a world where everyone has a decent place to live. Habitat for Humanity stands ready to partner with them to achieve that vision."" https://gmhfh.click/BidenInaugurationStatement",Photo,,,1/21/21 6:04 AM, ,295,295,0,324,324,0,6,2.03,0,0,0,0,184,169,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_3908570275830097,https://www.facebook.com/habitatmatthews/posts/3908570275830097,"Does your home have Critical Repair needs that are affecting the health and safety of you or your family?  If you own and reside in your Matthews home, Habitat may be able to help address major structural or safety concerns, at little or no cost to you.   Some critical repair needs may be:  unsafe roof or flooring lack of heat electrical or plumbing hazards insect extermination accessibility modifications  For more information, contact Jeffrey Elam, Homeowner Services Manager, at jeffrey@habitatmatthews.org or 704-847-4266 ext. 108.",Link,,,1/20/21 5:26 AM, ,91,91,0,99,99,0,4,4.40,1,1,0,0,82,74,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_3887861744567617,https://www.facebook.com/habitatmatthews/posts/3887861744567617,"“I firmly believe everyone belongs in Dr. King’s ‘Beloved Community,’” she says. “When we institutionalize people, we are missing out on all of the contributions that they can make. We will benefit from them being in our neighborhoods as much as they will benefit.”  https://www.habitat.org/stories/everyone-belongs-beloved-community",Photo,,,1/19/21 5:39 AM, ,121,121,0,128,128,0,4,3.31,1,1,0,0,110,103,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_3887893727897752,https://www.facebook.com/habitatmatthews/posts/3887893727897752,"I believe that every single one of us — regardless of who we are or where we come from — deserves a decent life.  Like Dr. King, I believe in a Beloved Community of justice, equal opportunity and love of my fellow human beings.  I want to help build a world that leaves no room for poverty, prejudice or violence.  I pledge to work together with my neighbors, side by side, to create strength, stability and self-reliance for all.  I ask others to join me — it’s up to us to make this a reality.  https://www.habitat.org/support/beloved-community-pledge",Photo,,,1/18/21 3:56 PM, ,113,113,0,120,120,0,1,0.88,0,0,0,0,101,94,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_3887872214566570,https://www.facebook.com/habitatmatthews/posts/3887872214566570,"The Beloved Community is fair. The Beloved Community is just. The Beloved Community is built on love. Not just any love, but as Dr. King said, “the love of God operating in the human heart.” That’s a practical love that requires participation. When that love is truly and fully present, it compels us to act.  https://www.habitat.org/stories/world-equality-fairness-and-human-decency",Photo,,,1/18/21 9:44 AM, ,125,125,0,139,139,0,2,1.60,0,0,0,0,101,91,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_3887898147897310,https://www.facebook.com/habitatmatthews/posts/3887898147897310,It is up to each of us. #MLKDay2021,Photo,,,1/18/21 6:09 AM, ,248,248,0,260,260,0,8,3.23,0,0,0,0,201,190,0,0,6,0,0,0,0,0,0,0,0,0,0
386724564681370_3896248037062321,https://www.facebook.com/habitatmatthews/posts/3896248037062321,"Arnett doesn't worry anymore when the clouds over his home get heavy and swell, indicating a day full of rain.  It used to mean he would have to start setting out buckets inside of his house to catch the water leaking through his ceiling. Now, because of a new roof through Greater Matthews Habitat's Critical Home Repair Program,  he can just sit back and smile.",Link,,,1/17/21 12:33 PM, ,359,137,253,569,148,421,29,8.08,19,20,0,0,367,209,237,125,19,0,0,0,0,0,0,0,0,0,0
386724564681370_3869835676370224,https://www.facebook.com/habitatmatthews/posts/3869835676370224,"Home should be a refuge against the threats of the outside world, whether that’s protection during a storm or shelter during a pandemic. It is absolutely essential to welfare and well-being. But for too many, home has become a place to escape from — not to. Exposed wires, doors that don’t lock, railings that aren’t high enough.  In addition to these kinds of everyday disasters, we know that those already struggling are the ones usually hit hardest when natural disasters strike. Every person deserves the protection that a safe and durable home provides, and so we work with families to help them repair and improve their existing homes and to prepare for and recover from life’s unexpected storms.",Photo,,,1/16/21 9:14 AM, ,115,115,0,121,121,0,1,0.87,0,0,0,0,104,98,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_3869833599703765,https://www.facebook.com/habitatmatthews/posts/3869833599703765,"Everyone should be able to live safely and independently in their homes, regardless of income or mobility. But for many older adults and individuals with disabilities, that isn’t the case.  In the U.S., more than 44% of households need some sort of accessibility feature like grab bars, no-step entrances or widened hallways. Yet fewer than 4% of residential units contain such features for people with even moderate mobility disabilities; only 1% have adequate features for people with more severe disabilities.  For many, maintaining their home can be just as difficult as navigating it. Habitat’s Aging in Place program helps residents address both by offering assistance with necessary upkeep like painting, cleaning gutters and repairing porches, as well as more person-specific modifications like building a wheelchair ramp or installing handrails. Building or repairing and adapting a home to fit the needs of its residents is integral to helping them improve their quality of life and providing the sense of comfort only home can provide.",Photo,,,1/15/21 5:13 AM, ,102,102,0,110,110,0,2,1.96,0,0,0,0,87,80,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_3869831279703997,https://www.facebook.com/habitatmatthews/posts/3869831279703997,"The foundation of a decent home is the land it sits on. Yet more than 70% of the world’s population lacks the formal documentation for their land that would protect them against eviction. In many countries, women are especially prone to displacement, particularly after a male head of household dies, due to gender-biased laws that prevent them from owning property.  Guiding and empowering individuals in the legal process to secure permanent land tenure, whereby they have right to occupy their land through titles, and to write wills of their own to maintain that security for their family after they pass on, results in long-lasting stability and freedom. Once these rights are secured, families are more able to invest in their homes and their businesses, improving their standard of living.",Photo,,,1/14/21 8:12 AM, ,109,109,0,118,118,0,2,1.83,0,0,0,0,95,87,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_3885065954847196,https://www.facebook.com/habitatmatthews/posts/3885065954847196,"From The Hill: ""Millions of Americans who have relied on federal foreclosure protections and forbearance plans to avoid homelessness during the pandemic now face deep financial holes to dig themselves out of before the economy fully recovers.  Those who have been evicted or are delinquent on other debts could find it even more difficult to get a mortgage as lenders tighten their credit standards. And soaring home prices may make homeownership unattainable even for those in seemingly good financial standing."" https://thehill.com/policy/finance/housing/532278-pandemic-fueled-housing-boom-leaves-hardest-hit-behind",Status,,,1/13/21 3:07 PM, ,73,73,0,78,78,0,0,0.00,0,0,0,0,62,57,0,0,0,0,0,0,0,0,0,0,0,0,0
